gene	CFU	poly	unk	int	mys	mid
Stat5a	6.1366835777	2.36675862906	2.35276134942	2.97760964469	3.49763791112	3.6242763943
1810031K17Rik	5.60359074076	8.35164599523	8.26761070241	6.79347976053	4.97165390728	6.04045631323
Herpud2	3.44251493519	5.88379430068	7.25556682368	4.01535483429	4.27741201756	5.00360223668
Rnf103	2.52166136531	5.40463409001	6.51982650308	3.74463473857	3.84004018273	4.31128512533
Socs1	4.0702690983	4.59707821249	6.39949754356	3.80625186927	2.05653150717	4.31723170022
Abcb6	3.71291487678	6.70606081281	6.84727036677	5.78354308775	3.67868041373	5.49443801232
Cdr2	2.69282888274	6.73967261452	6.15291350737	5.17594768701	4.70428547381	5.13072499112
Fyn	5.40705697514	2.00299768917	1.83791902862	1.68372339933	3.00562993824	2.88831853489
Hells	5.91255406523	2.25286067973	2.8499712457	4.55234632803	5.02189275522	4.72892726763
Gcdh	3.85713502937	6.32501396301	6.548831154	4.74455401496	3.02766895502	4.37183064912
Stard8	5.29137517217	1.55528117915	1.5943956731	2.5650194948	3.32419711163	2.58715373227
Sigmar1	4.54715365881	1.44129224076	1.65673889684	3.03222253236	4.42099433529	4.07142803781
Junb	5.07363602947	7.86807555457	7.8030978495	6.1615652564	4.50189767733	6.57525181369
Gart	6.82537860389	3.71063564155	3.43886236413	5.16600034651	6.20803727005	5.94621384857
Cpeb2	1.17801981343	3.45289980756	4.2131606137	0.969018203576	1.14513613924	1.65570902316
Rab4a	1.08887429443	4.45512333788	4.35140925121	4.5180881616	3.8766053473	4.75175291676
Slc30a1	2.63318473374	5.48646982772	5.81389147302	3.93858691011	2.53613249501	4.06960765636
Necap2	6.18013990276	9.70738501753	9.58797248728	9.16778943521	7.49509551382	8.60130652612
Clic1	7.70893901869	10.4780718617	10.6987827889	10.0406048052	7.68619935067	8.59671156695
Ccdc6	3.55168826944	6.24271110408	7.14191298262	4.82659424606	3.87172538997	5.02994312444
Dedd2	4.65359892015	7.84271490002	7.61668851195	6.37621223061	4.68636605614	6.08543527926
Unc5cl	3.72987901213	0.229000389379	0.226709506657	0.489886100057	0.324121631242	0.779795088901
Rfx2	3.39758120232	5.77238452108	6.53599382316	5.29356177135	3.00228666188	4.81667137875
Chsy1	1.29837092086	4.56196759899	5.057766504	4.5590206272	3.8199338111	4.54646235817
Chpt1	2.78865648061	5.13350187782	6.69603555715	4.89980401357	4.76847548155	6.24348819966
Acp5	4.187704414	6.29703547086	6.68750866072	6.81057163474	3.59300710003	4.99906645467
Npm3-ps1	6.57364718749	3.6573427474	4.27967186237	5.61702219063	6.68483276057	6.89567827426
Arhgef10l	3.54443592721	0.153168205027	0.430459777668	0.18940811723	0.143504349774	0.144182877361
Cdk6	4.1612669482	1.18132522079	0.752643275106	2.27319359711	3.62862197013	3.16122018078
Rcn3	0.33222557044	2.37670990429	3.12649551211	3.84666380166	0.955387205603	3.0386784835
Npl	3.50747752952	0.1743229354	0.152882234717	0.195098727713	0.13750352375	0.173270992088
B4galt1	3.85906509639	6.90869283824	7.15709425211	5.24385945785	4.17895361007	5.21326950632
Me1	0.803775900215	3.36750246793	4.98863470277	3.61018033377	3.02223463503	3.54070926267
4831426I19Rik	4.48821291627	5.6886587526	6.01477705892	5.17209542554	2.27146751006	4.04935195914
Ap2a1	5.80638077409	9.52853029712	9.44553428815	8.56289873932	7.97463829058	8.4613566595
Tbc1d24	3.6795363987	6.32100447447	6.62671217156	6.08904045646	3.59856768299	4.68739668067
Snora7a	2.04007180692	0.13750352375	0.13750352375	0.13750352375	3.38857392903	1.7916890669
Crlf1	0.13750352375	3.14779348551	3.01375880812	2.59015406416	0.276116661239	1.33547182223
Slc16a10	1.92049530149	5.33526528593	5.4132251028	3.61203396182	3.02540979999	3.60004371992
Tprgl	4.32816147886	7.7032322354	7.30255667755	6.02905969119	4.73340857625	5.61632240559
Etv5	3.86287783834	0.581894957569	1.16893080237	2.32752929132	3.09193673821	3.69830739351
C2cd4a	6.94043693679	2.91107794652	5.24002041707	4.80020102635	5.53242606136	5.96006682292
2310021P13Rik	3.4960276604	6.07401297955	6.69623034673	4.66156719953	3.34330974413	4.6075907152
Epb4.1	6.37806938332	8.32715290043	7.4030205476	6.19034818191	4.78165871387	5.09207632418
Sipa1l1	5.99932132288	2.09459416515	2.64628249266	3.93883152239	3.87040417737	3.85856790337
Rps21	9.52115873077	5.85986273317	7.48548318134	8.52017077649	8.86212279239	7.00139693429
Vps37a	1.6327009591	5.28016944458	5.01418565921	3.46952655982	3.05101355877	3.34612293371
Gadd45g	3.20042745202	7.08533966936	5.88203650091	5.74454863323	4.44348730596	5.76439923808
Cercam	3.8022035588	5.54061938199	6.5414234601	5.13984600044	2.71388933413	4.58904435677
Atp6v0a1	4.27581908008	7.90793016365	7.79021163381	6.30591399366	5.96135013488	6.0440924334
Nomo1	5.19747227572	8.69113630812	8.09778459215	8.72008347478	8.17517526213	8.47113054501
Klf6	3.6973957519	5.57498248225	5.178551323	4.26632930254	2.36481052736	2.46700030631
Tbx6	0.755152506245	3.52923375634	3.03347057665	1.24465572238	0.305962352011	0.754843045098
Pcyt1a	4.8072364101	6.86157082574	7.62999039231	5.32290158552	4.39371821769	4.56125280829
Zfand5	3.25251254598	5.95464533751	6.38862352053	3.75626541919	3.54561012124	4.04053302685
Akirin2	5.11731686739	7.1226623665	8.75398887753	5.87374923024	5.52996458434	6.95089994498
Wdtc1	5.09128092638	7.6353553607	8.15600720952	6.137767857	4.86498343127	5.96500386414
Ccdc102a	3.60708170488	0.159252511877	0.151170158321	0.450923533441	0.423882543492	1.15204060303
Sertad3	4.18196123157	6.01626007083	6.45857722465	4.11887464495	2.86368873159	4.4303990246
Fads3	3.77238188162	6.3005813598	6.36837200741	4.91754632622	3.05360489707	4.60369161712
Rcbtb2	3.28228855875	0.632560447992	0.792966100458	1.93647022332	3.95821164811	2.48900079559
Stk10	4.56700384862	0.887972826694	1.01023057932	2.18969490813	1.87888225423	2.33429080763
Ndfip1	5.56691254786	8.51325780481	9.43592231993	7.31041283526	7.11958443351	8.06587384677
Dennd1c	3.99091856573	0.294374311856	0.913563091066	0.64191035606	1.2781929563	1.11193271513
Tubb3	0.304754001568	3.45131267399	2.95672021387	2.06188677117	0.324270283511	1.2262495613
Pld3	3.12070692974	5.86459969923	5.55687386628	4.58335059111	2.6460428117	3.49349362958
1700097N02Rik	3.40464294503	0.205349844622	0.163476962881	0.378682517006	2.29944689059	1.05642676548
Grwd1	5.74706240754	3.37326539052	3.56926018394	5.58000675708	6.49240121631	6.05248327979
Mki67ip	5.63308241033	2.16759878503	3.03706412628	4.55128836761	5.20844312548	3.69859633037
Stom	1.71490927947	5.11865873355	4.72311618367	5.17080637913	4.81927987054	4.83431176007
Micall2	3.99732854231	4.92397157702	4.9303068299	4.14586491186	1.33132686783	4.0055077816
Add2	6.20765862889	8.39821781391	7.76394266045	7.90979110172	5.25406865764	5.64756491572
Rnf19b	3.36063958448	5.86429511664	6.603439413	4.33361693887	3.3746347247	4.48228038435
Hbq1a	5.00297078586	6.49872594299	6.51761745096	5.81063762705	3.42504859842	3.89467721517
Malat1	3.6905176672	6.68910343282	6.36702502898	5.80976169886	4.00256751453	4.17581199372
Hif3a	5.8685139239	2.31758771647	2.82635323359	4.40475328765	4.0276671859	4.9119935097
Zfp710	5.01078431361	1.45211041367	2.37654322183	3.25675253984	3.91013781128	4.35710857166
Lst1	3.38770718025	0.13750352375	0.13750352375	0.13750352375	0.368549344489	0.13750352375
Ng23	5.34696397877	8.48704412179	7.96447372248	7.33319113765	5.53219537879	6.17686128891
Fam132a	4.16460126413	7.31448808104	7.63244272451	7.11203283623	6.36048718836	7.49683780282
Gstt2	2.35482731407	4.80143806064	4.10031331701	2.4851202219	1.5549718824	1.79187240278
Hba-x	5.49550052667	8.51995238148	8.16194746332	6.93952921099	5.89209385429	5.72861988538
Cyba	7.32108928459	3.64563249608	4.8059579232	5.29595806772	6.58048922949	5.77208623225
Rgs12	1.16020382454	3.89512809122	4.33661902539	3.83956662122	1.71967849461	2.54451258798
Josd2	6.34384482874	8.53972104235	9.35110929023	7.95573126568	6.0301881813	6.99685194352
Npm3	4.14133468956	1.49968008719	2.36926266328	3.3995635082	4.70774011893	4.63965472069
1810027O10Rik	8.72255823925	10.5398664113	11.3791563136	9.72351419328	7.97559579669	8.57409393725
1600014C23Rik	1.63787451133	2.18738453966	3.94814292472	3.08158846407	0.434708816165	1.09408064234
H2afy	7.10898437319	4.20026892799	4.39947190882	5.22722507533	6.80236126303	6.69540926963
Aacs	4.28621581738	0.689512082138	1.21263781466	1.34997665143	2.13542651581	2.59053016432
Des	3.6462548392	0.228753686964	0.452240120051	0.558661443397	1.14981864289	0.496106425565
Gsk3a	5.73500761096	8.75617266474	9.24527697542	7.32462161527	6.75388528257	7.68636745694
Hist1h2af	5.37919119449	7.61126830073	7.94535604293	9.14580480613	8.48001463242	8.14384745493
Fam134a	5.85655002768	8.0485141201	8.06426313374	6.46965646795	4.78674271483	6.13406688523
Gpatch4	5.46118146418	2.25880532476	2.29086375144	4.01035018817	4.70861766229	3.94633785466
Arf5	7.61790819594	10.0902580054	11.2414171591	9.04808629682	8.30410029713	9.22993394349
Ctsb	2.78260985717	6.19662081321	5.69611347614	4.77528763404	3.64514826577	4.06258802502
Sirt2	5.14560409596	8.6585828218	7.77217598935	6.98979751821	5.8848274446	6.31337465809
Gm16515	2.40955115126	5.12958801166	5.1355759108	3.98730267294	2.27914438641	3.09263706987
Aprt	7.4308539414	4.30761795756	4.62171197715	6.14360566016	7.01771038627	6.5961181788
Dstyk	1.51571749739	4.42254922846	4.95415907907	3.25285765285	2.28667714575	3.18004758209
Nop2	5.91174190757	2.90825185731	2.91117768003	4.72160780289	5.44745687304	4.96321053061
Trim56	3.64938552918	6.89831720366	6.73969961409	5.96081285796	4.46042804558	5.56032060469
Slc41a3	5.95436849275	2.47236559211	3.55010031318	4.48183494372	2.92639800291	4.66562016407
Ctdsp2	4.09517334816	5.86806196917	6.24510390363	4.42219935535	2.82672948014	3.94118144936
Rit1	2.2781899821	5.14174748779	3.69800728244	2.76873694319	2.0596460026	1.72040105626
Add1	5.66590435495	9.00779537811	8.65380525526	7.30109373897	6.45253119197	7.11195983195
Gdpd1	0.401912206916	3.93221238931	3.40551319648	2.77602395314	1.86308605736	1.79039255082
Slc26a11	1.82315015066	4.38463008464	3.7530054282	2.53773589155	0.979440789787	1.97478258785
Timp3	4.04771286963	0.692404878996	0.917265993479	0.966003649962	0.923056358082	1.70259992308
Bid	4.86836575762	1.90765982785	1.22230379592	2.29744382942	2.80695091088	3.37177211481
Snhg4	4.03165103316	0.720738127899	0.871341377076	1.54578555027	2.51566451942	2.80427044269
Ube2o	3.44524201623	6.60555211398	5.68213502902	4.15381344108	3.44545127272	4.35840329536
Spry4	0.191680764943	0.170921207029	0.192467777861	1.36208829911	2.74743251674	2.80930536331
Cdkn1b	4.90175508973	7.96620549012	7.9430011862	6.39031515336	5.43494842037	6.10065813442
Fam57b	0.167422288744	3.12033700899	2.79903341129	0.663025756498	0.474387238708	0.89752854851
Rsl1d1	5.89244688676	2.6664566619	2.95572754655	4.61178026174	5.26989715779	4.41312691801
Mpst	5.82012023204	8.36402956869	8.60494234289	7.30275771564	5.67309844261	6.39355005681
Wbp2	7.10698685384	9.96582467956	9.95247917989	8.33673415964	7.20740484465	8.12169927529
Arhgap9	5.2093636818	1.85632044306	1.8509793988	2.99373232197	3.75188142952	3.33198031686
Lat	2.75358742236	0.416972658254	0.257277039459	1.20300690417	3.33175966761	0.971096536631
Tgm1	3.80525117618	0.340335521642	0.493042668874	1.18658295879	1.07321012873	0.994033677574
Bcas3	3.14416223753	6.06127073384	6.33140247384	5.06374883528	3.73943769694	4.4502214959
Suclg2	5.25377375323	3.0104808871	3.41640335523	5.2190600722	6.13672663646	5.63722767151
Ddt	5.89606836504	8.22469631659	7.3807034781	5.66091435957	5.01508270638	5.36607737249
Gm15800	3.85018933852	6.60714830074	6.71483621469	5.50896100765	3.8774301597	5.03077305872
Ninl	1.78853537855	5.63790580267	4.58109209321	4.14995030168	4.03044202516	3.9746761442
Pkn2	3.00888304145	4.93615735319	6.34906621861	3.53691079992	3.26602489648	4.43138226762
Mettl1	4.77094530249	1.87170962143	2.49648024574	4.40301543319	4.79788455899	4.25888068375
Ppm1a	3.87254314658	6.18349842439	7.16025465936	4.55103606482	4.3031597078	4.89275044051
1300001I01Rik	5.30734472986	3.06402056297	2.62365854075	4.31130692583	5.65700539993	5.1314495539
Jak3	5.39760447498	1.73040954102	2.73888238332	3.32462341527	3.83712581946	4.14574266028
Usp49	2.59159086127	5.13741745131	5.25792333205	3.69601607675	2.24261469981	3.5371717986
5730408K05Rik	4.30508041433	1.42636674628	1.10968817948	2.30892873067	3.5728532975	3.17385499527
Pdxk	4.37152401448	1.08080772311	1.45738416259	2.72406740124	3.26704432914	3.45246101586
Rpl26	4.47893945725	2.51341999874	1.11217299411	2.77942993364	3.33606911031	4.31143045575
Pnrc1	5.39047853265	6.73186206106	7.48603855473	4.94680102843	4.00755433614	5.87288045928
Ptprs	3.57852818079	0.219450819546	0.266083683346	0.825328939157	1.67424820902	1.35156614263
Gipr	2.5990916109	3.77069163996	3.63900057242	4.0930023254	0.746828690274	2.32335853898
Hist4h4	2.94594099765	3.04244647853	5.4932822593	2.96547770825	1.7790831817	2.58811374977
Gadd45a	5.71153620458	8.27128559819	7.06701480222	6.0807045587	4.74841292767	5.58281489417
Stx2	2.69298060117	5.80582898059	5.45370852119	4.92066964778	3.22310895366	4.76262520826
Pxmp4	2.51973311064	5.04647796377	5.68264071143	4.36978053402	2.76918142507	3.97545593723
Mybbp1a	7.4857407724	4.69118238137	4.73633968944	6.65346134702	7.1976983303	6.90977310414
Ccnd2	7.61230088875	3.79913912609	5.53076994017	5.56461900414	6.17268352054	6.22655669591
Prdx2	5.58327536478	7.61950838497	8.08647595497	7.31064913257	5.7457643951	5.11253333755
Fam63b	2.41757981131	5.09663715462	4.8587568569	3.79800902761	2.07134737143	3.26167522796
Ppdpf	4.0485762393	5.64955798003	7.40273070258	4.7575086872	4.17705670066	4.87996546722
Heca	2.90905877888	5.98898909739	6.2612505983	4.45254272292	4.10657445579	4.74237815827
Foxo3	4.6414940079	7.80159843511	7.4359452322	6.26786347585	5.11838464562	6.25364329552
Kcnn4	5.28017315724	6.82492056507	7.10810622369	6.52924469026	3.78864395328	6.27904592763
Frmd4a	4.34399046814	6.07137440375	4.9201455927	3.37963205114	2.60215278279	3.55897778448
Atp8a1	1.75685677209	4.8415807008	5.1175786916	4.24408026356	3.28136294216	3.36456122685
Rsc1a1	2.73523837604	1.02118049706	2.18416284252	0.13750352375	0.13750352375	2.80271848982
Zbtb7b	5.70252456998	5.13441399822	5.79395308994	3.80229663223	2.70963251835	3.85589006023
Itpkb	3.39948968228	1.79119310993	1.88138270835	2.17294828506	4.53777440087	4.30773451896
Ino80b	5.26729982397	7.53484755995	8.50515256609	6.18783503536	5.52274315112	6.68795649404
Cdk16	5.26557941816	7.15436244919	8.69388765047	6.16062174656	5.64414758474	6.7728753755
Osr2	0.547872260264	1.47745456033	1.54720302476	1.58410143577	3.78613629882	3.28621877508
Mthfd1l	6.51654943794	3.26025905851	4.58467393286	6.1917067393	5.95399850799	5.81339898671
Tulp2	0.708661359933	3.52689511902	3.41820614275	3.61384985938	1.52494126566	1.96967546314
Lgr4	0.934645574087	4.26840444941	4.03978763608	2.95366753557	2.2487078763	2.57352237572
Crip1	7.07675147585	3.97892777638	3.99534883585	3.87535741338	4.27173940126	4.76716216407
Gpr146	3.98548221434	6.5862573394	6.49811999766	5.40269148378	3.657582845	5.09059094445
Parp1	6.3474814104	4.06258802502	4.36874739983	6.22668192024	6.61888173337	6.93895616463
Mfsd7b	1.8078577167	4.88656477905	5.157496503	3.82269956045	3.50411186401	4.53691079992
Slc22a23	2.8525402457	6.01184222687	6.01394233384	4.61089491201	3.99519504632	5.06564554736
Icam4	2.73121148683	4.69254436767	5.61785090857	6.1600448533	4.72928084603	5.67794510017
Hist1h2ab	3.34605341564	4.88865071865	6.95537093046	4.71795054335	3.9710928569	4.83895176695
Klf13	4.28959104517	6.8685386168	7.55187741515	6.2540762185	4.88204628597	6.23940186064
Ucp2	7.26118288671	9.78861230824	9.084191856	8.01297085583	6.70222810596	7.07724299893
St6galnac4	3.47224730225	0.660992487856	0.759737908806	2.01374094549	3.10298727685	2.9437394549
Egr1	4.9396309271	4.12907690293	5.76196071356	4.6289601888	4.5265696605	7.4702928162
Psme4	3.37068322255	6.06344901281	5.96710864773	4.1093438421	3.33895774965	4.22251865163
Prodh	3.61137306834	0.374554326154	0.671232673831	1.66769233616	2.20499205636	2.62534297304
1190002F15Rik	2.79895671139	4.61095985612	4.56146056175	3.26094248491	1.85183097917	1.93578031109
Ehbp1l1	4.88308312648	7.5337034996	7.73569817102	6.85526717256	5.07866106585	6.08444700456
Ccdc8	4.37905253248	1.21997697772	1.10222811393	2.89643267757	2.18136657001	2.69355386354
Il9r	1.39404761892	1.89883135386	2.76212553679	4.68434187384	2.82790436462	3.84343117395
Lyar	6.58257707729	4.79481092873	4.34901843421	6.75272183495	7.33424646501	6.74515664223
Fbxo44	1.4547549611	3.77321570875	3.78377093277	2.35117883018	0.987413282778	1.56390003655
Ccni	5.81840067087	7.20068285881	8.6797897179	5.97684246869	5.31139049134	6.6496269546
Gabarap	7.13064263141	9.47253041807	8.88228538783	7.23530582942	6.68626239282	6.58519992474
Carhsp1	3.22984783052	5.46022488278	5.97284196981	4.86230260108	2.92825471327	4.28719153034
Glipr2	5.65088229017	7.52342865742	7.66052365464	7.0832772029	4.60515056832	7.09023947712
Ccdc97	5.0376282148	8.0211076791	8.50951375194	7.45507236277	6.74315139411	7.13006598175
Nudt22	4.01398921623	7.0212020885	6.92556037383	6.16506777569	4.69247741479	5.92486712312
Pink1	4.23160136837	6.75127624861	6.28653928021	5.13040788044	3.85581034562	4.15828046879
Gcsh	3.66315103246	1.80530071134	1.63783278848	3.58196579836	4.57117924313	4.02734871017
Dus4l	4.49119892629	1.01849317336	1.69784497415	2.19813264881	2.71026092988	3.1061053929
Igf1r	1.90264861269	0.469450497901	0.789512257062	2.51235079365	3.23096689831	3.30755967333
Rps29	4.75211700654	1.27089368134	3.32746605733	3.546203035	3.95592650653	2.53068755231
Akt1s1	6.31434305832	8.07703465633	9.84029956808	7.29266213307	7.21738583638	8.29592501709
Sema6c	0.453708257844	2.18516563749	3.73128101127	1.41665061219	0.574881394324	1.60456004874
5830405N20Rik	3.17709338726	0.13750352375	0.13750352375	0.188296089597	1.07919034799	0.268523024671
Mxd1	2.54931430542	5.81031713246	5.26173389149	4.4175217539	3.44568565693	3.77228685807
Soat2	0.853187671378	3.20873885972	2.81526595398	4.53851954008	3.423877973	3.09340974674
Igsf8	4.89717748784	1.86151871911	2.46409577986	3.65603866273	4.32642948712	4.44445504611
Eef1g	5.73927296179	2.65217669811	3.01511393678	4.50733797873	5.17616716384	4.33212071244
Il4ra	4.06783659206	1.2986759093	1.54552363428	1.32136822059	0.786257602417	1.03003020166
Kif21b	4.54171926046	1.11653110954	1.64700129674	2.20347055955	2.62834667158	3.03388635161
Hipk2	4.42453919934	7.10618078829	7.75791665111	6.10928741977	5.34236984566	6.38455756267
Rps6ka1	3.72903063028	0.428673050744	0.590244624627	1.51994944484	1.03810321361	1.57224455466
Nupr1	3.32154861619	4.0255249679	2.32591308067	2.95679454349	0.866234629267	1.38624258371
Dnmt3b	3.93500706658	0.971835236251	1.1937717434	2.53517457888	3.19634737339	3.23771055004
2310022B05Rik	3.39860484456	6.10515004338	5.87691716218	4.83862407363	3.27148095643	4.57855233298
Tbc1d17	4.75560332875	7.05366527714	7.48546708038	5.77422304665	4.56560936073	5.47339079785
Ssh1	2.85297162885	5.22266547706	4.91712141368	4.32098282002	2.23414259488	3.32514028348
Hist1h2bc	3.18687924708	6.78011321129	4.94511604692	4.36546858578	4.32452981209	4.25429924601
Fhdc1	0.88524713418	3.82583649734	3.26373153998	3.16865968408	1.21561026498	2.19700983464
